,ADX,ADX_RB_13,ADX_RB_2,ADX_RB_21,ADX_RB_3,ADX_RB_5,ADX_RB_8,Close_EMA200,EMA15_30,EMA15_30_RB_13,EMA15_30_RB_2,EMA15_30_RB_21,EMA15_30_RB_3,EMA15_30_RB_5,EMA15_30_RB_8,EMA5_20,EMA5_20_RB_short_13,EMA5_20_RB_short_2,EMA5_20_RB_short_3,EMA5_20_RB_short_5,EMA5_20_RB_short_8,RSI_EMA5,RSI_EMA5_RB_13,RSI_EMA5_RB_2,RSI_EMA5_RB_21,RSI_EMA5_RB_3,RSI_EMA5_RB_5,RSI_EMA5_RB_8,RSI_RB_short_13,RSI_RB_short_2,RSI_RB_short_3,RSI_RB_short_5,RSI_RB_short_8,Rolling_EMA30_RB_short_13,Rolling_EMA30_RB_short_2,Rolling_EMA30_RB_short_3,Rolling_EMA30_RB_short_5,Rolling_EMA30_RB_short_8,Rolling_EMA50_RB_13,Rolling_EMA50_RB_2,Rolling_EMA50_RB_21,Rolling_EMA50_RB_3,Rolling_EMA50_RB_5,Rolling_EMA50_RB_8,Stochastic,Stochastic_RB_13,Stochastic_RB_2,Stochastic_RB_21,Stochastic_RB_3,Stochastic_RB_5,Stochastic_RB_8,pred_down_0,pred_down_1,pred_down_2,pred_down_3,pred_down_4,pred_down_5,pred_down_6,pred_down_7,pred_down_8,pred_down_9,pred_down_short_0,pred_down_short_1,pred_down_short_2,pred_down_short_3,pred_down_short_4,pred_down_short_5,pred_down_short_6,pred_down_short_7,pred_down_short_8,pred_down_short_9,pred_up_0,pred_up_1,pred_up_2,pred_up_3,pred_up_4,pred_up_5,pred_up_6,pred_up_7,pred_up_8,pred_up_9,pred_up_short_0,pred_up_short_1,pred_up_short_2,pred_up_short_3,pred_up_short_4,pred_up_short_5,pred_up_short_6,pred_up_short_7,pred_up_short_8,pred_up_short_9,trade_flag,trade_result
18290,27.92702578,15.80658481,11.3559718,14.22623642,10.41919393,22.75990486,21.60913736,-1.160162651,0.505139363,-0.206473737,-2.450085298,-1.074356211,-2.284219476,-2.77086073,-2.86971688,2.735619611,-1.286307428,2.67574304,2.267292519,1.050987779,-0.401258519,65.88240454,52.79469806,44.98348324,47.89245943,46.65428409,47.57335031,39.14534168,40.58898848,70.7957958,66.18431074,51.19236884,58.02469136,0.000982671,0.000310563,0.000506618,0.000869599,0.001152538,-0.003198563,0.00070047,-0.003716407,0.000355969,-0.000122415,-0.001431325,93.23943662,40.19292605,60.16393443,40.95940959,20.82738944,40.97693351,11.55339806,0.982597654,0.967977419,0.968882229,0.958988658,0.842400676,0.810207373,0.833065028,0.60780268,0.445297624,0.302591696,0.933439347,0.838407691,0.700301891,0.660376655,0.459005928,0.190946643,0.159123925,0.100254058,0.053123822,0.037549535,0.017402346,0.032022581,0.031117771,0.041011342,0.157599324,0.189792627,0.166934972,0.39219732,0.554702376,0.697408304,0.066560653,0.161592309,0.299698109,0.339623345,0.540994072,0.809053357,0.840876075,0.899745942,0.946876178,0.962450465,1,-1
18496,29.72939261,25.77920661,27.71926691,46.30749185,22.72383822,20.42893935,16.73513076,-2.490079022,0.199049264,0.183345992,-0.031617813,-1.320565872,-0.143552712,-0.649608391,-0.156608419,-0.483220854,0.04553232,0.1571396,0.621115519,1.003547762,0.925794245,54.03604974,54.55548645,57.77745198,27.5304727,54.56692349,37.65903958,45.82738773,52.47863248,48.88093107,56.69781931,57.68811341,69.77363515,0.000311902,-9.83E-05,-0.000141498,-0.000113286,9.50E-05,-8.02E-05,0.000211857,7.10E-06,0.000235816,0.000265151,-3.18E-05,2.48447205,7.36196319,96.90265487,8.238636364,87.87878788,16.10486891,13.08411215,0.759972172,0.509929644,0.445106739,0.330371438,0.287488335,0.372413664,0.553310816,0.671640767,0.50372244,0.818507196,0.648172124,0.513016546,0.438959155,0.284975653,0.191873088,0.178668767,0.277193364,0.486677467,0.529107941,0.671766778,0.240027828,0.490070356,0.554893261,0.669628562,0.712511665,0.627586336,0.446689184,0.328359233,0.49627756,0.181492804,0.351827876,0.486983454,0.561040845,0.715024347,0.808126912,0.821331233,0.722806636,0.513322533,0.470892059,0.328233222,-1,1
18599,37.04379956,28.10416766,25.4473809,33.02911493,42.60062982,58.95938766,55.61725605,3.042769296,0.685265779,0.239593449,2.505872971,0.464667375,2.627313878,2.657093842,1.49786586,-0.791286169,1.218402243,-0.876149571,-0.92180358,-0.964961387,-0.152841733,35.54134361,57.35608599,65.40106009,57.53907204,68.95156035,76.35183682,63.61552335,65.00956023,32.58426966,32.58426966,31.09589041,39.83628922,-0.000409472,-8.36E-05,-0.000127445,-0.000222554,-0.000440801,0.003020278,-0.000249068,0.002561611,4.49E-05,0.000718798,0.001929362,19.57894737,72.4137931,53.06748466,17.47126437,74.43181818,87.33624454,66.77631579,0.010737435,0.021816137,0.058135013,0.136893739,0.178844136,0.198172018,0.340257183,0.311797866,0.513961225,0.519306121,0.341366614,0.423322729,0.609404467,0.787544403,0.891362598,0.914645756,0.912862155,0.893217348,0.890602499,0.883222654,0.989262565,0.978183863,0.941864987,0.863106261,0.821155864,0.801827982,0.659742817,0.688202134,0.486038775,0.480693879,0.658633386,0.576677271,0.390595533,0.212455597,0.108637402,0.085354244,0.087137845,0.106782652,0.109397501,0.116777346,-1,1
18623,27.02290475,56.82469707,24.65874285,30.85596527,41.68402024,33.26404741,45.55272829,3.781293967,0.495897451,1.501213029,-0.303521092,-0.497845861,0.017589811,0.781122454,2.622481685,1.016361386,-0.232410581,0.973592913,0.694979895,0.145752829,-0.769445214,56.80308662,63.73613381,41.87587483,55.19986796,40.93867161,37.86728066,69.57133579,50.78125,66.41697878,63.61355082,65.25423729,40,0.000126809,0.000124556,0.000210196,0.000327064,0.000389502,0.001776838,0.000169095,0.003058058,2.61E-05,-0.000212506,-7.92E-05,73.89635317,69.00958466,9.144542773,92.46231156,61.72413793,14.5194274,73.88316151,0.854567289,0.884593364,0.862342543,0.826362383,0.757174945,0.621088976,0.520719414,0.590145536,0.309382366,0.302156981,0.882438023,0.905801515,0.915668589,0.885025707,0.847975316,0.758251607,0.555562815,0.459827511,0.335840496,0.258198276,0.145432711,0.115406636,0.137657457,0.173637617,0.242825055,0.378911024,0.479280586,0.409854464,0.690617634,0.697843019,0.117561977,0.094198485,0.084331411,0.114974293,0.152024684,0.241748393,0.444437185,0.540172489,0.664159504,0.741801724,-1,-1
18656,26.14556346,22.6737403,24.32533374,67.57053036,24.04656161,29.70982356,17.30330986,4.204777612,0.732272823,2.060027107,-0.251671444,1.370174488,-0.374188727,-0.186044232,-0.399881552,1.31268728,-0.070915783,1.161524836,1.125573803,0.523195814,-0.204724027,66.79484965,58.71833647,50.34880346,71.2634875,42.1257317,51.90287111,41.11109455,60.58823529,77.47603834,75.42768274,70.4248366,34.68992248,0.000473049,0.000158172,0.000227173,0.000407279,0.00050955,-0.000422165,0.00032378,0.002093254,0.000316835,0.000174202,0.000247124,92.34338747,1.075268817,37.71043771,81.77458034,43.77104377,22.68907563,49.84802432,0.788146399,0.775723625,0.790490081,0.828707162,0.800453382,0.39582209,0.333394897,0.29083708,0.217869905,0.237619477,0.674412072,0.702937452,0.739843387,0.744709312,0.76733266,0.724398649,0.504825849,0.310605505,0.247087444,0.239699918,0.211853601,0.224276375,0.209509919,0.171292838,0.199546618,0.60417791,0.666605103,0.70916292,0.782130095,0.762380523,0.325587928,0.297062548,0.260156613,0.255290688,0.23266734,0.275601351,0.495174151,0.689394495,0.752912556,0.760300082,1,1
18782,34.3695945,41.91507037,29.50820633,27.31232852,35.66214274,30.25810856,58.06624823,10.88562098,0.858657265,4.131061026,2.70007655,1.85064911,3.590238145,2.75866002,7.948821374,-1.143889853,0.914414878,-1.316915139,-0.883291229,-0.44227037,-0.121058537,34.27460539,58.15866904,61.51364846,65.6893062,62.41464325,38.73236998,76.22654873,61.9787408,18.52913085,20.37815126,28.47058824,46.50092081,-0.000538572,-0.000118779,-0.000239619,-0.00036911,-0.000469517,0.00532852,-0.000226261,0.0092414,-0.000141091,0.000725022,0.000864503,36.4844904,8.387096774,39.73154362,95.25139665,79.43192948,53.73993096,74.59222083,0.044102407,0.056804145,0.04683875,0.119278728,0.180340442,0.219366502,0.306100412,0.465735243,0.679436821,0.789252783,0.787312368,0.806224514,0.713944701,0.73120639,0.757844403,0.770886158,0.786783323,0.805485153,0.897754991,0.949836433,0.955897593,0.943195855,0.95316125,0.880721272,0.819659558,0.780633498,0.693899588,0.534264757,0.320563179,0.210747217,0.212687632,0.193775486,0.286055299,0.26879361,0.242155597,0.229113842,0.213216677,0.194514847,0.102245009,0.050163567,-1,1
18785,31.95081852,28.23878528,29.58484271,28.00057551,30.85007524,31.17839342,54.48226546,12.79655186,1.036333022,4.461798889,2.219530779,2.042757875,3.078236364,2.632558438,6.584394895,0.194734995,0.014064773,-0.705550214,-1.143889853,-1.316915139,-0.44227037,41.94856504,53.13494243,55.28821951,65.12809321,63.40957805,43.79876712,68.01415519,57.2972973,48.34024896,33.49328215,18.52913085,28.47058824,-0.000371248,0.000102803,0.000112275,-6.52E-06,-0.000256877,0.004996595,-0.000155979,0.009104598,-0.000136973,0.000701187,0.000788909,89.30581614,87.48524203,19.07051282,90.22801303,45.23489933,96.8115942,24.14296134,0.119274063,0.18033394,0.219358929,0.306091087,0.465724461,0.679427622,0.789245959,0.765855264,0.751431588,0.53708299,0.73120639,0.757844403,0.770886158,0.786783323,0.805485153,0.897754991,0.949836433,0.947950808,0.939536953,0.856148992,0.880725937,0.81966606,0.780641071,0.693908913,0.534275539,0.320572378,0.210754041,0.234144736,0.248568412,0.46291701,0.26879361,0.242155597,0.229113842,0.213216677,0.194514847,0.102245009,0.050163567,0.052049192,0.060463047,0.143851008,-1,1
18789,30.78693227,14.56886443,30.73093511,20.61717102,28.80788126,34.52472328,45.63171563,14.38741712,1.736598306,4.258604878,1.487005909,1.761157897,2.424246018,3.328175068,4.790233257,1.618325266,-0.383150915,1.053217697,0.634370148,-0.137804075,-1.348564,53.77750625,50.78213297,40.00798183,56.74337338,58.99319106,56.92003461,56.35950651,41.88118812,56.60731022,58.21299639,52.11538462,27.00296736,0.000138073,0.000237624,0.000342281,0.000473677,0.000497722,0.004941549,0.000237352,0.009296779,0.000138665,0.000564521,0.001087002,85.55555556,70.28423773,1.140065147,33.72781065,24.03846154,97.95258621,19.91037132,0.465711119,0.679416239,0.789237514,0.765846014,0.751421808,0.53706966,0.336527072,0.295023331,0.217062757,0.192803226,0.805485153,0.897754991,0.949836433,0.947950808,0.939536953,0.856148992,0.658427723,0.505022721,0.346130713,0.281821468,0.534288881,0.320583761,0.210762486,0.234153986,0.248578192,0.46293034,0.663472928,0.704976669,0.782937243,0.807196774,0.194514847,0.102245009,0.050163567,0.052049192,0.060463047,0.143851008,0.341572277,0.494977279,0.653869287,0.718178532,1,1
18860,41.63862228,25.86633161,17.15962222,30.38943386,17.45404861,30.46975988,67.56638993,15.86788178,0.939061567,1.99303898,0.980627576,2.914494811,0.704297915,1.410541712,2.616629119,1.056283622,-0.266816451,-0.633553108,-0.160251879,0.532676642,0.736075531,52.55462561,63.35132505,50.49775228,38.41462784,43.24674031,51.52427892,67.25863644,40.22770398,46.89899587,50.41269841,51.62548765,52.63522885,0.000357783,0.00019138,0.000104171,2.68E-05,0.000126646,0.002289105,0.000165293,0.003795021,0.000291947,0.000282632,0.000502699,97.02258727,82.60254597,95.28158295,21.94293478,14.4486692,37.75,14.80519481,0.515859764,0.113623477,0.470136533,0.440624911,0.321798436,0.30834514,0.456549085,0.591455057,0.676506909,0.748531167,0.578693932,0.136976111,0.090336984,0.181599605,0.288744333,0.216672522,0.364110034,0.623298036,0.689147792,0.817602508,0.484140236,0.886376523,0.529863467,0.559375089,0.678201564,0.69165486,0.543450915,0.408544943,0.323493091,0.251468833,0.421306068,0.863023889,0.909663016,0.818400395,0.711255667,0.783327478,0.635889966,0.376701964,0.310852208,0.182397492,-1,1
18861,45.71198872,26.94553656,21.30646997,29.73621141,16.47478917,28.89235748,64.39132692,14.50213172,1.340392291,2.046301832,0.977728412,2.846735659,0.683867992,1.285669871,2.348422606,1.953253724,-0.375407261,-0.967971212,-0.633553108,0.143392364,0.834070439,54.31621114,64.52994399,50.95158022,37.75497872,43.68409188,51.41033208,63.48920669,39.70037453,46.56891496,46.89899587,50.79974408,54.34491979,0.000597333,0.00048854,0.000398169,0.000268577,0.000276566,0.002372217,0.000291615,0.003910264,0.000434424,0.000439334,0.00067063,70.82616179,89.41979522,24.65057179,41.02780118,51.31578947,35.14211886,37.14285714,0.08582175,0.393919449,0.362352739,0.250542166,0.236334968,0.367760972,0.503117127,0.594271524,0.678195746,0.708958446,0.160755652,0.107563981,0.220007138,0.349608922,0.265933035,0.443439543,0.702761402,0.763505597,0.872415059,0.914172144,0.91417825,0.606080551,0.637647261,0.749457834,0.763665032,0.632239028,0.496882873,0.405728476,0.321804254,0.291041554,0.839244348,0.892436019,0.779992862,0.650391078,0.734066965,0.556560457,0.297238598,0.236494403,0.127584941,0.085827856,-1,1
18863,51.63809122,32.97621303,27.20854231,30.77667321,13.8890568,25.2520263,57.51835094,11.04671018,1.52152097,2.067947696,1.056483404,2.660799078,0.536946972,1.182283912,1.977503484,1.605218278,1.139725853,1.953253724,1.056283622,-0.633553108,0.532676642,55.11110987,64.04150181,51.81901118,40.84076,42.44560623,53.56497857,57.39133197,76.67286245,62.24334601,64.24646782,46.89899587,51.62548765,0.000536523,0.000158055,0.000364836,0.000556286,0.000391612,0.002397569,0.000353886,0.003996121,0.000590475,0.000552241,0.000813044,43.11531842,77.37556561,37.6111817,61.32075472,11.84210526,52.08913649,40.12987013,0.362352739,0.250542166,0.236334968,0.367760972,0.503117127,0.594271524,0.678195746,0.708958446,0.076980535,0.08174167,0.220007138,0.349608922,0.265933035,0.443439543,0.702761402,0.763505597,0.872415059,0.914172144,0.216843751,0.015835591,0.637647261,0.749457834,0.763665032,0.632239028,0.496882873,0.405728476,0.321804254,0.291041554,0.923019465,0.91825833,0.779992862,0.650391078,0.734066965,0.556560457,0.297238598,0.236494403,0.127584941,0.085827856,0.783156249,0.984164409,1,-1
18914,30.27548498,13.04406682,11.0813694,57.15283585,18.66280543,22.34836925,37.94542808,11.69836745,2.014458373,0.537541872,0.090355183,2.604488136,0.780970386,0.721212239,1.370239483,2.65752619,-0.258247902,2.227574158,2.153049,1.097163379,-0.275134262,62.26281594,44.68106114,46.65633325,66.61857962,52.66355278,50.48882415,52.86426608,43.2211101,64.93405741,67.88321168,61.31650135,52.71111111,0.000889845,0.000345018,0.000476023,0.000798386,0.001055603,0.00189078,0.000767087,0.002929439,0.00059977,0.000741126,0.000846523,82.21734358,53.07017544,6.947890819,96.66666667,91.44542773,61.76470588,20.28135991,0.634559169,0.788687395,0.69837524,0.471998824,0.279444057,0.270857971,0.164601896,0.121541053,0.049930526,0.052371507,0.824503344,0.847259045,0.802924728,0.629581444,0.292379577,0.194149626,0.100878983,0.050026315,0.02710195,0.028310396,0.365440831,0.211312605,0.30162476,0.528001176,0.720555943,0.729142029,0.835398104,0.878458947,0.950069474,0.947628493,0.175496656,0.152740955,0.197075272,0.370418556,0.707620423,0.805850374,0.899121017,0.949973685,0.97289805,0.971689604,1,1
19034,56.74965795,14.28268274,69.69269086,59.87184745,67.78838277,34.79824261,35.60399321,5.319091667,-0.496964732,1.605999727,5.209998163,5.356745779,5.328752302,1.864680667,1.896872472,-4.775640241,3.209946694,-4.739083789,-3.619159358,-2.040684056,1.015214158,31.08956055,52.56645638,75.07983432,66.60711965,81.04444628,61.76947429,49.01032635,71.71086843,18.67754401,19.55935252,27.41849278,47.02085402,-0.001609011,-0.000540295,-0.000920966,-0.001438293,-0.001997535,0.003629994,-0.001121367,0.005920669,-0.00046286,0.001526029,0.002054776,20.53017484,51.71339564,87.41176471,57.63968073,95.97747385,83.44671202,9.354120267,0.000128729,0.000107762,0.00023112,0.00417882,0.020102034,0.037114904,0.106223134,0.340713814,0.607376768,0.893351526,0.157594434,0.117964573,0.127179157,0.555146356,0.964885292,0.992125966,0.990958941,0.99385911,0.998034562,0.999524165,0.999871271,0.999892238,0.99976888,0.99582118,0.979897966,0.962885096,0.893776866,0.659286186,0.392623232,0.106648474,0.842405566,0.882035427,0.872820843,0.444853644,0.035114708,0.007874034,0.009041059,0.00614089,0.001965438,0.000475835,-1,1
19051,27.1846493,48.14059414,62.19048654,20.88591252,58.20393679,61.45479374,38.98534323,4.848085676,-0.7574433,3.057750704,-0.83041634,4.279480646,-0.992230038,4.66506522,2.565096271,-1.249227745,-2.854995301,-0.829978081,-0.380771592,0.445116421,0.219063639,54.35525975,68.01978469,33.9901783,55.51491646,28.99840644,67.66385952,67.8299218,21.77156177,56.14805521,56.375,73.13633311,48.94493052,-5.80E-05,-0.000153175,-0.00024761,-0.000337882,-0.000224551,0.001557262,-0.000177629,0.003586522,-0.000384383,-0.001840009,0.000595526,10.48088779,67.1957672,84.76190476,57.37913486,32.48730964,6.734992679,90.97664544,0.943721717,0.92015129,0.814242786,0.862501659,0.716741101,0.635991863,0.620961193,0.489167989,0.739699801,0.752401102,0.34535263,0.209349996,0.126799339,0.202433632,0.243186827,0.272165251,0.390639474,0.476429662,0.738235411,0.875273683,0.056278283,0.07984871,0.185757214,0.137498341,0.283258899,0.364008137,0.379038807,0.510832011,0.260300199,0.247598898,0.65464737,0.790650004,0.873200661,0.797566368,0.756813173,0.727834749,0.609360526,0.523570338,0.261764589,0.124726317,-1,1
19087,27.26441641,73.28789582,18.62482671,39.66390322,14.54299764,11.53651293,41.92201048,9.720963626,1.806685408,5.26541022,-0.472061992,3.003948727,-0.023934924,-0.085413951,-0.103113226,2.295357889,-1.031841351,3.126929848,3.041292909,1.669144817,-0.039891759,66.98586815,77.82343862,47.38712529,69.68348708,50.98091277,50.62721426,55.38725731,37.25637181,77.69485904,74.01263823,65.41832669,47.91666667,0.001112817,0.00018148,0.000361648,0.000814891,0.001155548,-0.000770716,0.000847356,0.002593994,0.000656451,0.000682169,0.000449812,69.87242395,83.61266294,51.11561866,98.73737374,10.40650407,46.15384615,66.63135593,0.733215823,0.571088808,0.580743263,0.478043898,0.351519415,0.142357369,0.084137345,0.039531072,0.020199142,0.013937889,0.810385718,0.649459002,0.516236943,0.381377261,0.278514582,0.151591717,0.04268995,0.011815513,0.006936973,0.010537902,0.266784177,0.428911192,0.419256737,0.521956102,0.648480585,0.857642631,0.915862655,0.960468928,0.979800858,0.986062111,0.189614282,0.350540998,0.483763057,0.618622739,0.721485418,0.848408283,0.95731005,0.988184487,0.993063027,0.989462098,1,-1
19102,34.67070526,59.22009649,40.53169291,31.01083777,27.26441641,18.62482671,11.53651293,4.617000346,0.33753968,-1.178487328,1.830521609,1.755621172,1.806685408,-0.472061992,-0.085413951,-1.118347619,1.905213504,-0.527268178,-0.345575145,-0.171782184,0.123270879,40.39201324,28.2998072,67.40094621,45.92945728,66.98586815,47.38712529,50.62721426,70.61403509,37.44855967,33.92990306,38.30275229,55.63425628,-0.000291463,-0.000177641,-0.000226253,-0.00027348,-0.000340466,0.000572296,-0.000159212,0.002216141,0.000130439,0.000977906,0.000812697,7.855973813,27.01635646,50.28636884,57.11111111,69.87242395,51.11561866,46.15384615,0.02031938,0.029201988,0.058929765,0.118384662,0.221753316,0.383406051,0.246955726,0.437204099,0.574506686,0.691766084,0.34476207,0.507096668,0.698243692,0.721135661,0.671354805,0.740151811,0.634733006,0.557475772,0.639814656,0.740194801,0.97968062,0.970798012,0.941070235,0.881615338,0.778246684,0.616593949,0.753044274,0.562795901,0.425493314,0.308233916,0.65523793,0.492903332,0.301756308,0.278864339,0.328645195,0.259848189,0.365266994,0.442524228,0.360185344,0.259805199,-1,1
19113,28.91216453,38.35431464,32.48289595,33.54184739,41.14921524,28.60793119,15.49281843,0.081472555,-1.374523671,-0.318282529,0.290399197,1.77577591,1.065223022,1.977432418,-0.256848335,-2.761224549,-0.527268178,-2.01764567,-1.350053494,-0.478871317,-0.360181644,33.58005243,55.56684689,40.20176312,59.24621361,49.92351248,69.45027598,47.39596429,37.44855967,23.1980116,37.99019608,42.04339964,45.2722063,-0.001030217,-0.000374847,-0.000557903,-0.000772265,-0.000829942,6.06E-05,-0.000584535,0.001223666,-0.000746621,-0.000571126,0.000264141,16.96322657,31.04611924,29.78723404,96.43652561,23.80952381,82.66953714,3.863298663,0.81714995,0.701836278,0.713750057,0.380760295,0.284493424,0.570784701,0.714340356,0.804009498,0.875630025,0.923307167,0.893299649,0.820635211,0.752063438,0.595334014,0.502147363,0.579795892,0.714515945,0.862899204,0.936993181,0.978637751,0.18285005,0.298163722,0.286249943,0.619239705,0.715506576,0.429215299,0.285659644,0.195990502,0.124369975,0.076692833,0.106700351,0.179364789,0.247936562,0.404665986,0.497852637,0.420204108,0.285484055,0.137100796,0.063006819,0.021362249,-1,1
19289,30.24060392,7.514581589,7.9060019,21.51280832,8.40677962,62.02980711,28.91966117,-0.136669264,0.177300685,1.66823539,2.516175658,-2.991230009,3.44349846,3.842938584,3.521372751,-2.243728002,0.06411687,-1.629231605,-1.017879334,-0.597032347,-0.441109652,30.06190667,51.79333408,51.79306765,49.00951431,55.05709801,62.65800297,71.68964215,60.19210245,18.95604396,22.23415682,37.95534665,35.35469108,-0.000825826,-0.000297042,-0.000453231,-0.00058779,-0.000704617,0.004094405,-0.000445054,0.006164356,-0.000400519,0.000380742,0.002177689,8.753709199,84.870317,53.59477124,73.3686067,51.27272727,61.8852459,95.96928983,0.041133726,0.022333148,0.075368294,0.112462453,0.203036619,0.233328407,0.270942271,0.351132715,0.606737837,0.720941812,0.729932724,0.630638103,0.669795175,0.73234342,0.8230557,0.790589773,0.758247747,0.743358079,0.855968614,0.960926531,0.958866274,0.977666852,0.924631706,0.887537547,0.796963381,0.766671593,0.729057729,0.648867285,0.393262163,0.279058188,0.270067276,0.369361897,0.330204825,0.26765658,0.1769443,0.209410227,0.241752253,0.256641921,0.144031386,0.039073469,-1,1
19338,38.52315075,12.07550984,32.45890302,15.42495845,26.56275407,53.96842727,45.78173547,-1.131766205,-0.299593863,3.655275946,-0.365928089,2.026714775,-1.229869829,-2.671185734,-1.344752881,-0.273045623,0.975818729,-0.214101712,0.048103854,0.572442952,1.314730131,51.12235018,55.79330067,60.85104614,61.66356604,55.72836296,32.40623847,27.61924463,60.16877637,34.17475728,48.44621514,59.09090909,65.84590945,0.000329728,-3.74E-05,-7.79E-05,-0.000113203,-6.64E-05,-0.002542534,6.62E-05,0.0014023,0.000247221,5.84E-05,-0.001468817,23.35766423,87.63636364,93.93939394,83.65019011,82.75362319,39.81693364,10.82410824,0.727353682,0.558216395,0.431225541,0.645369283,0.610599859,0.71459958,0.688122372,0.827419937,0.910258527,0.905677171,0.21237377,0.136468356,0.085031091,0.156025258,0.26409143,0.431025862,0.456083368,0.468041864,0.573686122,0.703789632,0.272646318,0.441783605,0.568774459,0.354630717,0.389400141,0.28540042,0.311877628,0.172580063,0.089741473,0.094322829,0.78762623,0.863531644,0.914968909,0.843974742,0.73590857,0.568974138,0.543916632,0.531958136,0.426313878,0.296210368,-1,1
19386,22.67191575,29.38892928,21.62472461,9.446554247,35.89203553,38.63218404,22.68410197,2.169349919,0.942148234,-1.95080133,-0.446766911,2.115461662,-0.685673781,-0.698752124,-0.096706979,1.30432106,-0.520293505,1.096619746,1.124670966,1.397244107,1.213531882,61.0103288,50.97874334,49.98064578,46.84964591,46.55101356,34.73987062,46.19087747,44.92753623,60.05221932,63.70967742,58.54513585,65.10468594,0.00084559,0.000160063,0.000217217,0.00029453,0.000548812,0.000479617,0.000562074,-0.002493106,0.000552229,0.000404736,4.73E-05,73.69165488,98.16091954,94.61538462,20.42553191,5.693950178,50.7518797,82.72727273,0.896088603,0.760593333,0.638033242,0.56447652,0.541930882,0.364463838,0.522120941,0.719748691,0.389296042,0.423577364,0.57154942,0.360531087,0.138550798,0.075856896,0.086612905,0.0794567,0.125269259,0.355883214,0.322635628,0.271757529,0.103911397,0.239406667,0.361966758,0.43552348,0.458069118,0.635536162,0.477879059,0.280251309,0.610703958,0.576422636,0.42845058,0.639468913,0.861449202,0.924143104,0.913387095,0.9205433,0.874730741,0.644116786,0.677364372,0.728242471,1,-1
19399,27.99361279,43.90311163,30.30829301,38.04714679,20.98314388,27.35739937,29.81701442,-7.562131409,-0.879276592,-0.048499406,1.38284822,-0.402237338,0.69966196,-0.698614678,-0.721256479,-3.137171398,1.30432106,-0.979716945,-0.420249903,-0.063709451,0.12936986,40.52395124,61.25758913,63.56323524,31.57359362,58.67407773,46.35973762,34.97169616,65.22346369,33.45978756,50.20891365,44.28746929,42.49221184,-0.000547108,-0.000525568,-0.00064073,-0.000708948,-0.000741295,-0.000241844,-0.000503009,-0.002067683,-0.000136093,0.000346665,0.000114098,6.282335551,27.83783784,63.55421687,14.74820144,63.04909561,53.77643505,30.54755043,0.116361288,0.17678877,0.479889377,0.427648664,0.363079356,0.295426994,0.344413869,0.420353842,0.61660915,0.838134238,0.088812174,0.106520549,0.33876186,0.728253832,0.81938028,0.699540158,0.636262539,0.636743087,0.737932606,0.881949714,0.883638712,0.82321123,0.520110623,0.572351336,0.636920644,0.704573006,0.655586131,0.579646158,0.38339085,0.161865762,0.911187826,0.893479451,0.66123814,0.271746168,0.18061972,0.300459842,0.363737461,0.363256913,0.262067394,0.118050286,-1,1
19501,29.96344775,44.72376599,14.75321915,25.9276576,14.97743271,6.578717671,23.35629581,-7.88859704,-1.384694728,-4.727149919,0.265857,0.52411221,0.215663824,-0.280754333,-1.185896218,-1.966712337,0.242073836,-2.084231443,-1.775723294,-0.879938317,0.086108268,40.72867269,35.25683937,53.18998348,51.66652908,52.35892379,53.80056006,53.2210071,58.02281369,32.58691809,38.10096154,44.63824289,48.76971609,-0.000804427,-0.000215149,-0.00036429,-0.00065061,-0.000835186,-0.000242839,-0.000596726,-0.00589703,-0.000532474,-0.000292102,-3.85E-05,34.32494279,65.93406593,48.4375,33.37104072,58.42217484,45.18518519,71.15749526,0.187878157,0.363664397,0.624424971,0.324727834,0.576797143,0.760159292,0.862430089,0.902912332,0.886885491,0.947785509,0.402614554,0.367199219,0.578932108,0.560486331,0.623509026,0.766159033,0.889674216,0.96185695,0.964919424,0.966529873,0.812121843,0.636335603,0.375575029,0.675272166,0.423202857,0.239840708,0.137569911,0.097087668,0.113114509,0.052214491,0.597385446,0.632800781,0.421067892,0.439513669,0.376490974,0.233840967,0.110325784,0.03814305,0.035080576,0.033470127,-1,1
19511,39.62183248,37.12535435,29.96344775,44.49697633,15.46595238,14.97743271,5.175421059,-1.14281811,0.38539662,-2.774629982,-1.384694728,-3.200616419,-0.236934609,0.215663824,-0.096757289,1.865980679,-1.775723294,1.325656219,1.059850692,0.350447531,-1.118455213,57.51030224,59.62944022,40.72867269,28.13945504,47.54084387,52.35892379,54.98530911,38.10096154,59.88286969,57.40350877,54.07142857,43.71108344,0.000235296,0.000253643,0.000356247,0.000519332,0.000655627,0.000309528,0.000337064,-0.003985363,-0.00013489,-0.00019559,5.32E-06,86.1878453,59.19811321,34.32494279,20.57057057,0.447427293,58.42217484,69.48148148,0.95320844,0.944245149,0.927275972,0.905965174,0.861579053,0.7778961,0.582547505,0.603877505,0.35121869,0.304424577,0.964922158,0.932776581,0.842801522,0.649467715,0.459138327,0.330204582,0.192347644,0.210262577,0.115241867,0.09720052,0.04679156,0.055754851,0.072724028,0.094034826,0.138420947,0.2221039,0.417452495,0.396122495,0.64878131,0.695575423,0.035077842,0.067223419,0.157198478,0.350532285,0.540861673,0.669795418,0.807652356,0.789737423,0.884758133,0.90279948,1,-1
